adapter_reuse,appearance_metric_source,appearance_reason,appearance_status,bidirectional_distance_p95_m,building_classification_availability,building_id,class2_ground_point_count,class6_building_point_count,classification_availability,classification_confidence,classification_reason,completed_at,correspondence_definition,correspondence_overlap_threshold,crop_buffer_m,crs,diagnostic_grid_cells,existing_diagnostic_provenance,existing_local_plane_rms_m,existing_m3c2_rms_m,existing_m3c2_valid,footprint_area_m2,ground_point_availability,has_lod22,icp_applied,input_pointcloud_provenance,input_provenance,largest_data_gap_m,largest_unsupported_roof_region,largest_unsupported_roof_region_reason,local_density_cv,lod2_axis,lod2_forced_zero,lod2_score,lod2_score_confidence,lpips,maximum_hole_radius_proxy_m,mixed_n_to_m_count,mixed_n_to_m_rate,nodata_frac,nodata_r,nodata_r_reason,normal_angular_error_median_deg,normal_angular_error_p90_deg,normal_estimation_enabled,normal_metric_reason,output_reference_roof_face_ratio,overseg_1_to_m_count,overseg_1_to_m_rate,point_to_plane_median_m,point_to_plane_p95_m,point_to_plane_reason,primary_metric_missing,processing_reason,processing_status,provisional,provisional_R_final,provisional_R_q40,provisional_R_q50,provisional_R_q60,provisional_R_stable,psnr,r_d,r_f,r_p,r_z,reconstructed_roof_plane_count,reconstruction_class6_count_raw,reconstruction_surface_count_voxel,reconstruction_to_reference_median_m,reconstruction_to_reference_p90_m,reconstruction_to_reference_p95_m,reference_class6_count_raw,reference_provenance,reference_roof_plane_count,reference_surface_count_voxel,reference_to_reconstruction_median_m,reference_to_reconstruction_p90_m,reference_to_reconstruction_p95_m,rf_nodata_frac,rf_pt_density,rf_rmse_lod22_existing,rf_roof_planes_existing,ridge_position_error_m,ridge_position_error_reason,rmsxy_m,rmsz_m,roof_distance_samples,roof_hausdorff_z_m,roof_plane_completeness,roof_plane_correctness,roof_plane_f1,roof_plane_match_count,roof_plane_quality,roof_points_per_m2,roofer_reason,roofer_status,roofer_success,roofprint_alignment_information,run_id,schema,scientific_status,ssim,surface_axis,surface_fscore_0p1m,surface_fscore_0p2m,surface_fscore_0p5m,surface_metric_available,surface_metric_reason,surface_precision_0p1m,surface_precision_0p2m,surface_precision_0p5m,surface_recall_0p1m,surface_recall_0p2m,surface_recall_0p5m,surface_reference_provenance,surface_reference_role,surface_sampling_capped,surface_score,surface_score_confidence,surface_thickness_p90_m,texture_coverage,underseg_n_to_1_count,underseg_n_to_1_rate,val3dity_lod22_valid,voxel_size_m,rank_recall_0p2,rank_reference_to_surface_p95_inverse,rank_precision_0p2,rank_surface_to_reference_p95_inverse,surface_proxy_metric_valid,completeness_score,reliability_score,surface_proxy_score,surface_proxy_R_q40,surface_proxy_R_q50,surface_proxy_R_q60,surface_proxy_R_stable,surface_proxy_R_v1,surface_thickness_used_in_reliability,surface_thickness_exclusion_reason,existing_view_count,qualitative_panel_status,selected_oracle_candidate
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,21.874101693,True,DEBY_LOD2_4907017,0,53,False,low_threshold_sensitivity,q40/q50/q60 labels disagree,2026-07-28T15:04:47.071600+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,288,docs/pointcloud_attributes_v1_3.csv,0.024901,0.18496,True,287.67225701,False,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,23.264954696,29.728642754,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,9.159100898,known_forced_zero,True,0,forced_failure,NaN,29.728642754,0,0,0.989565,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,0.5,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R1,R3,R3,False,NaN,0.014925373,0.067164179,0.637168142,0.017699115,1,53,53,0.275317998,0.722353359,0.812042461,5546,phases/p0-audit/data/raw/lod2,2,5424,11.935507942,20.799316016,21.874101693,0.989565,15.333333,1.708589,1,NaN,explicit ridge correspondence evaluator not found,5.130653545,8.788794461,1150,18.937357204,0.5,1,0.666666667,1,0.666666667,0.184237439,val3dity_invalid,failure,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.001460654,0.004030563,0.006973533,True,ok,0.075471698,0.320754717,0.754716981,0.000737463,0.002028024,0.00350295,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.041044776,high,0.07,NaN,0,0,False,0.1,0.0671641791045,0.0149253731343,0.313432835821,0.679104477612,True,0.0410447761194,0.496268656716,0.268656716418,R1,R1,R3,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,4.863504625,True,DEBY_LOD2_4907018,2,20736,True,low_threshold_sensitivity,q40/q50/q60 labels disagree,2026-07-28T15:04:47.171943+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,260,docs/pointcloud_attributes_v1_3.csv,0.115067,0.204423,True,257.295188506,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,1.314437522,19.163340001,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.42816438,known,False,0.269911504,high,NaN,19.163340001,0,0,0.033981,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,3.25,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R0,R0,R2,False,NaN,0.402985075,0.805970149,0.10619469,0.433628319,13,20736,19332,0.157797338,0.392020374,0.570871939,4943,phases/p0-audit/data/raw/lod2,4,4790,0.108627805,0.947474929,4.863504625,0.033981,82.432159,0.246031,20,NaN,explicit ridge correspondence evaluator not found,3.579045962,0.85728711,1028,2.375707828,0.25,0.076923077,0.117647059,1,0.117647059,80.592257167,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.243965375,0.710451118,0.892181804,True,ok,0.167856404,0.698168839,0.935857645,0.446346555,0.723173278,0.852400835,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.604477612,high,0.23,NaN,0,0,True,0.1,0.567164179104,0.335820895522,0.902985074627,0.850746268657,True,0.451492537313,0.876865671642,0.664179104478,R0,R1,R1,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,NaN,False,DEBY_LOD2_4907019,0,0,False,unknown_missing_metric,one or more required completeness/reliability metrics unavailable,2026-07-28T15:04:47.279424+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,207,docs/pointcloud_attributes_v1_3.csv,NaN,NaN,False,206.425002001,False,False,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,NaN,NaN,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,NaN,known_forced_zero,True,0,forced_failure,NaN,NaN,0,0,1,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,0,0,0,NaN,NaN,normal estimation disabled by config,True,ok,success,True,RX,RX,RX,RX,False,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,3846,phases/p0-audit/data/raw/lod2,3,3744,NaN,NaN,NaN,1,0,NaN,0,NaN,explicit ridge correspondence evaluator not found,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,pointcloud_unusable_no_points,failure,False,existing mob_eval raw_dense clip; DIM ellipsoidal/local+604 history as-is; reference comparisons use v1.14_section_1.6_zeta_45.7_QA_45.760,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,unknown,NaN,NaN,NaN,False,class-6 reconstruction or reference points unavailable,NaN,NaN,NaN,NaN,NaN,NaN,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,NaN,unknown,NaN,NaN,0,NaN,True,0.1,NaN,NaN,NaN,NaN,False,NaN,NaN,NaN,RX,RX,RX,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,6.349769275,True,DEBY_LOD2_4907020,48,20566,True,low_threshold_sensitivity,q40/q50/q60 labels disagree,2026-07-28T15:04:47.341685+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,330,docs/pointcloud_attributes_v1_3.csv,0.159642,0.451577,True,330.553900004,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,1.812208598,12.281384287,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.868782743,known,False,0.623893805,high,NaN,12.281384287,0,0,0.120363,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,2.5,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R0,R1,R1,False,NaN,0.320895522,0.634328358,0.548672566,0.699115044,5,20566,19324,0.181383571,4.866017569,6.349769275,4441,phases/p0-audit/data/raw/lod2,2,4406,0.122881384,1.144202749,3.454257218,0.120363,65.397591,1.427024,13,NaN,explicit ridge correspondence evaluator not found,2.466020101,0.353087152,1328,2.813873997,1,0.4,0.571428571,2,0.571428571,62.216782194,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.19889353,0.617663596,0.791015901,True,ok,0.133098737,0.57291451,0.782187953,0.393327281,0.669995461,0.800045393,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.47761194,high,0.2965,NaN,0,0,True,0.1,0.537313432836,0.39552238806,0.686567164179,0.044776119403,True,0.466417910448,0.365671641791,0.416044776119,R2,R3,R3,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,NaN,False,DEBY_LOD2_4907021,0,0,False,unknown_missing_metric,one or more required completeness/reliability metrics unavailable,2026-07-28T15:04:47.434000+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,248,docs/pointcloud_attributes_v1_3.csv,NaN,NaN,False,249.025251499,False,False,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,NaN,NaN,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,NaN,known_forced_zero,True,0,forced_failure,NaN,NaN,0,0,1,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,0,0,0,NaN,NaN,normal estimation disabled by config,True,ok,success,True,RX,RX,RX,RX,False,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,2702,phases/p0-audit/data/raw/lod2,12,2702,NaN,NaN,NaN,1,0,NaN,0,NaN,explicit ridge correspondence evaluator not found,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,pointcloud_unusable_no_points,failure,False,existing mob_eval raw_dense clip; DIM ellipsoidal/local+604 history as-is; reference comparisons use v1.14_section_1.6_zeta_45.7_QA_45.760,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,unknown,NaN,NaN,NaN,False,class-6 reconstruction or reference points unavailable,NaN,NaN,NaN,NaN,NaN,NaN,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,NaN,unknown,NaN,NaN,0,NaN,True,0.1,NaN,NaN,NaN,NaN,False,NaN,NaN,NaN,RX,RX,RX,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,NaN,False,DEBY_LOD2_4907022,0,0,False,unknown_missing_metric,one or more required completeness/reliability metrics unavailable,2026-07-28T15:04:47.476919+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,245,docs/pointcloud_attributes_v1_3.csv,NaN,NaN,False,240.897876497,False,False,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,NaN,NaN,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,NaN,known_forced_zero,True,0,forced_failure,NaN,NaN,0,0,1,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,0,0,0,NaN,NaN,normal estimation disabled by config,True,ok,success,True,RX,RX,RX,RX,False,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,2673,phases/p0-audit/data/raw/lod2,12,2672,NaN,NaN,NaN,1,0,NaN,0,NaN,explicit ridge correspondence evaluator not found,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0,pointcloud_unusable_no_points,failure,False,existing mob_eval raw_dense clip; DIM ellipsoidal/local+604 history as-is; reference comparisons use v1.14_section_1.6_zeta_45.7_QA_45.760,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,unknown,NaN,NaN,NaN,False,class-6 reconstruction or reference points unavailable,NaN,NaN,NaN,NaN,NaN,NaN,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,NaN,unknown,NaN,NaN,0,NaN,True,0.1,NaN,NaN,NaN,NaN,False,NaN,NaN,NaN,RX,RX,RX,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,0.766507394,True,DEBY_LOD2_4907023,0,18768,False,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:47.547521+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,182,docs/pointcloud_attributes_v1_3.csv,0.130793,0.393821,True,181.232123001,False,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.451815228,1.946098662,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.614539201,known,False,0.918141593,high,NaN,1.946098662,0,0,0.016484,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.895522388,0.97761194,0.907079646,0.92920354,2,18768,16884,0.156524758,0.285078925,0.766507394,2029,phases/p0-audit/data/raw/lod2,2,2029,0.072801099,0.141774469,0.183084484,0.016484,102.039108,1.045816,5,NaN,explicit ridge correspondence evaluator not found,0.124787199,0.101136615,729,0.183549186,1,1,1,2,1,103.557800291,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.276755669,0.838666996,0.961650694,True,ok,0.169805733,0.747808576,0.940535418,0.747658945,0.954657467,0.98373583,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.936567164,high,0.41,NaN,0,0,True,0.1,0.932835820896,0.94776119403,0.940298507463,0.708955223881,True,0.940298507463,0.824626865672,0.882462686567,R0,R0,R0,True,R0,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,PASS,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,1.593858174,True,DEBY_LOD2_4907024,15,20785,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:47.657161+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,287,docs/pointcloud_attributes_v1_3.csv,0.091164,0.158197,True,289.029713499,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,1.088165887,5.592325098,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.561623791,known,False,0.922566372,high,NaN,5.592325098,0,0,0.042424,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.701492537,0.985074627,0.907079646,0.938053097,2,20785,19656,0.153622915,0.245967477,1.593858174,3185,phases/p0-audit/data/raw/lod2,2,3185,0.083066239,0.181383571,0.390587667,0.042424,72.683548,0.729676,4,NaN,explicit ridge correspondence evaluator not found,0.547579644,0.089633215,1152,0.186811844,1,1,1,2,1,71.913021497,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.274702988,0.840244113,0.950432956,True,ok,0.176078551,0.777523403,0.940934066,0.624489796,0.913971743,0.960125589,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.843283582,high,0.16,NaN,0,0,True,0.1,0.828358208955,0.805970149254,0.94776119403,0.373134328358,True,0.817164179104,0.660447761194,0.738805970149,R0,R0,R0,True,R0,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,10.466244551,True,DEBY_LOD2_4907025,304,85439,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:47.934442+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,468,docs/pointcloud_attributes_v1_3.csv,0.162311,0.791709,True,468.758538003,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.953056661,13.992873186,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.828266793,known_forced_zero,True,0,forced_failure,NaN,13.992873186,0,0,0.029286,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,2.25,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R1,R3,R3,False,NaN,0.149253731,0.641791045,0.584070796,0.530973451,9,85439,69798,0.197484176,5.701554369,10.466244551,5037,phases/p0-audit/data/raw/lod2,4,5037,0.083066239,0.375499101,0.720396914,0.029286,180.283051,2.017232,35,NaN,explicit ridge correspondence evaluator not found,3.785545461,0.654693075,1874,6.024584295,1,0.444444444,0.615384615,4,0.615384615,182.26654679,val3dity_invalid,failure,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.162618941,0.627713038,0.8624781,True,ok,0.09408579,0.509269607,0.806398464,0.598769109,0.817947191,0.926940639,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.395522388,high,0.76,NaN,0,0,False,0.1,0.634328358209,0.65671641791,0.544776119403,0,True,0.64552238806,0.272388059701,0.458955223881,R2,R2,R2,True,R2,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,5.510053808,True,DEBY_LOD2_4907026,15,3155,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:48.122533+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,133,docs/pointcloud_attributes_v1_3.csv,0.121272,0.308519,True,132.692334999,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,6.338204951,14.661630196,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,1.511409645,known,False,0.159292035,high,NaN,14.661630196,0,0,0.561205,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,2.5,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R1,R3,R3,False,NaN,0.373134328,0.395522388,0.203539823,0.115044248,5,3155,3019,0.19723083,0.498938868,0.615353434,1419,phases/p0-audit/data/raw/lod2,2,1419,0.768505042,4.570638903,5.510053808,0.561205,51.347641,1.138213,8,NaN,explicit ridge correspondence evaluator not found,6.524245334,4.858989742,531,13.066347437,0.5,0.2,0.285714286,1,0.285714286,23.776806701,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.113483375,0.337870855,0.556931809,True,ok,0.093739649,0.508446505,0.900629347,0.143763214,0.252995067,0.403100775,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.384328358,high,0.355,NaN,0,0,True,0.1,0.365671641791,0.320895522388,0.537313432836,0.791044776119,True,0.34328358209,0.664179104478,0.503731343284,R1,R1,R1,True,R1,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,19.23174823,True,DEBY_LOD2_4907027,36,2,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:04:48.171152+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,263,docs/pointcloud_attributes_v1_3.csv,NaN,NaN,False,264.334011501,True,False,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,21.430668119,21.764360776,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,11.423659659,known_forced_zero,True,0,forced_failure,NaN,21.764360776,0,0,0.967894,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,0,0,0,NaN,NaN,normal estimation disabled by config,True,ok,success,True,RX,RX,RX,RX,False,NaN,0.02238806,0.014925373,NaN,NaN,0,2,2,0.650182339,0.894821405,0.925401288,2945,phases/p0-audit/data/raw/lod2,2,2945,10.333174731,18.140434346,19.23174823,0.967894,4.352941,NaN,0,NaN,explicit ridge correspondence evaluator not found,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,0.007566185,pointcloud_unusable_no_points,failure,False,existing mob_eval raw_dense clip; DIM ellipsoidal/local+604 history as-is; reference comparisons use v1.14_section_1.6_zeta_45.7_QA_45.760,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0,0,0.002709109,True,ok,0,0,0.5,0,0,0.001358234,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.018656716,high,0,NaN,0,NaN,True,0.1,0.0149253731343,0.0223880597015,0.0149253731343,0.634328358209,True,0.0186567164179,0.324626865672,0.171641791045,R3,R3,R3,True,R3,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
