source_path,relation,target_path,target_exists,evidence,confidence,line
docs/evidence/archive/boundary_map/v4/tables/boundary_map_v4_ladder.csv,candidate_supersedes,docs/evidence/archive/boundary_map/v3/tables/boundary_map_v3_ladder.csv,yes,matching family/lineage key and adjacent filename versions,filename_candidate,
docs/evidence/archive/boundary_map/v4/tables/boundary_map_v4_ladder.csv,mentions_path,docs/experiments/input-and-alignment/e5_c001_s3ap/tables/e5_c001_s3ap_fm_dense_dial.csv,yes,docs/e5_c001_s3ap_fm_dense_dial.csv,text+historical_source_path+path_migration,175
docs/evidence/archive/boundary_map/v4/tables/boundary_map_v4_ladder.csv,mentions_path,docs/regression_input_snapshot.csv,no,docs/regression_input_snapshot.csv,text,2
docs/evidence/archive/boundary_map/v4/tables/boundary_map_v4_ladder.csv,mentions_path,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,no,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,text,2
docs/evidence/archive/boundary_map/v4/tables/boundary_map_v4_ladder.csv,mentions_path,phases/p2-gsjso/runs/boundary_and_robustness/20260719_boundary_map_v3/fm_dense_measurements.csv,yes,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_measurements.csv,text+current_layout,95
docs/evidence/archive/boundary_map/v4/tables/boundary_map_v4_ladder.csv,mentions_path,phases/p2-gsjso/runs/boundary_and_robustness/20260720_anchor_census/anchor_census_inference_measurements.csv,yes,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,text+current_layout,3
docs/evidence/archive/boundary_map/v4/tables/boundary_map_v4_ladder.csv,supersedes,docs/evidence/archive/boundary_map/v3/tables/boundary_map_v3_ladder.csv,yes,docs/research/repository/families/BOUNDARY_MAP.md,reviewed_family_map,
docs/evidence/archive/bucket_crosswalk/v1/reports/bucket_crosswalk.md,mentions_path,docs/evidence/archive/bucket_crosswalk/v1/tables/bucket_crosswalk.csv,yes,docs/bucket_crosswalk.csv,text+historical_source_path+path_migration,5
docs/evidence/archive/bucket_crosswalk/v1/reports/bucket_crosswalk.md,mentions_path,phases/p2-gsjso/scripts/classify_v4.py,no,phases/p2-gsjso/scripts/classify_v4.py,text,5
docs/evidence/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,mentions_path,results/phase2_ablation_citygml,no,results/phase2_ablation_citygml/,text,281
docs/evidence/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,mentions_path,scripts/phase2_synthesis,no,scripts/phase2_synthesis/,text,276
docs/evidence/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,mentions_path,src/stage2,yes,src/stage2/,text,265
docs/evidence/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,mentions_path,src/stage2/grouping.py:35,no,src/stage2/grouping.py:35,text,74
docs/evidence/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,mentions_path,src/stage2/train.py,yes,src/stage2/train.py,text,168
docs/evidence/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,mentions_path,src/stage3,yes,src/stage3/,text,271
docs/evidence/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,mentions_path,src/stage3/clustering.py,yes,src/stage3/clustering.py,text,170
docs/evidence/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,mentions_path,src/stage3/clustering.py:12,no,src/stage3/clustering.py:12,text,79
docs/evidence/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,mentions_path,src/stage3/plane_intersection.py,yes,src/stage3/plane_intersection.py,text,102
docs/evidence/archive/claude_web_brief/v4/reports/CLAUDE_WEB_BRIEF_v4.md,candidate_supersedes,docs/evidence/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,yes,matching family/lineage key and adjacent filename versions,filename_candidate,
docs/evidence/archive/claude_web_brief/v4/reports/CLAUDE_WEB_BRIEF_v4.md,mentions_path,results/phase2_ablation_citygml,no,results/phase2_ablation_citygml/,text,261
docs/evidence/archive/claude_web_brief/v4/reports/CLAUDE_WEB_BRIEF_v4.md,mentions_path,scripts/phase2_synthesis,no,scripts/phase2_synthesis/,text,326
docs/evidence/archive/claude_web_brief/v4/reports/CLAUDE_WEB_BRIEF_v4.md,mentions_path,src/stage2,yes,src/stage2/,text,314
docs/evidence/archive/claude_web_brief/v4/reports/CLAUDE_WEB_BRIEF_v4.md,mentions_path,src/stage2/grouping.py,yes,src/stage2/grouping.py,text,62
docs/evidence/archive/claude_web_brief/v4/reports/CLAUDE_WEB_BRIEF_v4.md,mentions_path,src/stage3,yes,src/stage3/,text,320
docs/evidence/archive/claude_web_brief/v4/reports/CLAUDE_WEB_BRIEF_v4.md,mentions_path,src/stage3/clustering.py,yes,src/stage3/clustering.py,text,63
docs/evidence/archive/claude_web_brief/v4/reports/CLAUDE_WEB_BRIEF_v4.md,mentions_path,src/stage3/plane_intersection.py,yes,src/stage3/plane_intersection.py,text,78
docs/evidence/archive/coordination/W_밤샘3과제_검수_20260717.md,mentions_path,docs/W_차기계획_생성마감·경계지도·품질본선_20260716.md,no,docs/W_차기계획_생성마감·경계지도·품질본선_20260716.md,text,4
docs/evidence/archive/coordination/W_밤샘3과제_검수_20260717.md,mentions_path,docs/evidence/archive/prompts/원격프롬프트_품질축_현황표재채점_학습0_20260716.md,yes,docs/원격프롬프트_품질축_현황표재채점_학습0_20260716.md,text+historical_source_path+path_migration,4
docs/evidence/archive/coordination/W_밤샘3과제_검수_20260717.md,mentions_path,docs/원격프롬프트_밤샘발주_현황표·생성마감·경계지도_20260716.md,no,docs/원격프롬프트_밤샘발주_현황표·생성마감·경계지도_20260716.md,text,4
docs/evidence/archive/e5_c001_3b_s1/temporary/reports/W_E5_C001_3b_S1_readout_tmp.md,mentions_path,docs/experiments/joint-optimization/e5_c001_3b_s1/reports/W_E5_C001_③b_S1_표면복원.md,yes,docs/W_E5_C001_③b_S1_표면복원.md,text+historical_source_path+path_migration,3
docs/evidence/archive/e5_c001_3b_s1/temporary/reports/W_E5_C001_3b_S1_readout_tmp.md,mentions_path,docs/experiments/joint-optimization/e5_c001_3b_s1/tables/e5_c001_3b_s1_coverage.csv,yes,docs/e5_c001_3b_s1_coverage.csv,text+historical_source_path+path_migration,15
docs/evidence/archive/e5_c001_3b_s1/temporary/reports/W_E5_C001_3b_S1_readout_tmp.md,mentions_path,docs/experiments/joint-optimization/e5_c001_3b_s1/tables/e5_c001_3b_s1_metrics.csv,yes,docs/e5_c001_3b_s1_metrics.csv,text+historical_source_path+path_migration,14
docs/evidence/archive/e5_c001_3b_s1/temporary/reports/W_E5_C001_3b_S1_readout_tmp.md,mentions_path,docs/figs/e5_c001_3b_s1/readout/coverage_accuracy_scatter.png,yes,docs/figs/e5_c001_3b_s1/readout/coverage_accuracy_scatter.png,text,20
docs/evidence/archive/e5_c001_3b_s1/temporary/reports/W_E5_C001_3b_S1_readout_tmp.md,mentions_path,docs/figs/e5_c001_3b_s1/readout/coverage_recovery_summary.png,yes,docs/figs/e5_c001_3b_s1/readout/coverage_recovery_summary.png,text,20
docs/evidence/archive/e5_c001_3b_s1/temporary/reports/W_E5_C001_3b_S1_readout_tmp.md,mentions_path,docs/figs/e5_c001_3b_s1/readout/filter_stage_contribution.png,yes,docs/figs/e5_c001_3b_s1/readout/filter_stage_contribution.png,text,20
docs/evidence/archive/e5_c001_corrected_s1/temporary/reports/W_E5_C001_corrected_S1_readout_tmp.md,mentions_path,docs/experiments/joint-optimization/e5_c001_3b_s1/reports/W_E5_C001_③b_S1_표면복원.md,yes,docs/W_E5_C001_③b_S1_표면복원.md,text+historical_source_path+path_migration,3
docs/evidence/archive/e5_c001_corrected_s1/temporary/reports/W_E5_C001_corrected_S1_readout_tmp.md,mentions_path,docs/experiments/joint-optimization/e5_c001_corrected_s1/tables/e5_c001_corrected_s1_building_8way.csv,yes,docs/e5_c001_corrected_s1_building_8way.csv,text+historical_source_path+path_migration,14
docs/evidence/archive/e5_c001_corrected_s1/temporary/reports/W_E5_C001_corrected_S1_readout_tmp.md,mentions_path,docs/experiments/joint-optimization/e5_c001_corrected_s1/tables/e5_c001_corrected_s1_coverage.csv,yes,docs/e5_c001_corrected_s1_coverage.csv,text+historical_source_path+path_migration,15
docs/evidence/archive/e5_c001_corrected_s1/temporary/reports/W_E5_C001_corrected_S1_readout_tmp.md,mentions_path,docs/figs/e5_c001_corrected_s1/readout/coverage_accuracy_scatter.png,yes,docs/figs/e5_c001_corrected_s1/readout/coverage_accuracy_scatter.png,text,20
docs/evidence/archive/e5_c001_corrected_s1/temporary/reports/W_E5_C001_corrected_S1_readout_tmp.md,mentions_path,docs/figs/e5_c001_corrected_s1/readout/coverage_recovery_summary.png,yes,docs/figs/e5_c001_corrected_s1/readout/coverage_recovery_summary.png,text,20
docs/evidence/archive/e5_c001_corrected_s1/temporary/reports/W_E5_C001_corrected_S1_readout_tmp.md,mentions_path,docs/figs/e5_c001_corrected_s1/readout/filter_stage_contribution.png,yes,docs/figs/e5_c001_corrected_s1/readout/filter_stage_contribution.png,text,20
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,docs/W_D4config감사_분석·②연결_20260707.md,no,docs/W_D4config감사_분석·②연결_20260707.md,text,162
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,docs/W_문헌검증_GS기하_foundation·가중·평가_20260707.md,no,docs/W_문헌검증_GS기하_foundation·가중·평가_20260707.md,text,162
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,docs/experiments/evaluation/e5_c001_render/tables/e5_c001_render_cause_attribution.csv,yes,docs/e5_c001_render_cause_attribution.csv,text+historical_source_path+path_migration,21
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,docs/experiments/evaluation/e5_c001_render/tables/e5_c001_render_condition_strata.csv,yes,docs/e5_c001_render_condition_strata.csv,text+historical_source_path+path_migration,21
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,docs/experiments/evaluation/e5_c001_render/tables/e5_c001_render_depth_supervision.csv,yes,docs/e5_c001_render_depth_supervision.csv,text+historical_source_path+path_migration,21
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,docs/experiments/evaluation/e5_c001_render/tables/e5_c001_render_eval_metrics.csv,yes,docs/e5_c001_render_eval_metrics.csv,text+historical_source_path+path_migration,21
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,docs/experiments/evaluation/e5_c001_render/tables/e5_c001_render_floater_metrics.csv,yes,docs/e5_c001_render_floater_metrics.csv,text+historical_source_path+path_migration,21
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,docs/experiments/evaluation/e5_c001_render/tables/e5_c001_render_readout_coverage.csv,yes,docs/e5_c001_render_readout_coverage.csv,text+historical_source_path+path_migration,21
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,docs/experiments/joint-optimization/w_d4/reports/W_D4_손실config_감사.md,yes,docs/W_D4_손실config_감사.md,text+historical_source_path+path_migration,162
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,docs/figs/e5_c001_3b_s1/render,yes,docs/figs/e5_c001_3b_s1/render,text,22
docs/evidence/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,mentions_path,phases/p2-gsjso/runs/e5_c001/20260708_e5_c001_3b_s1_render/versions.txt,yes,phases/p2-gsjso/runs/20260708_e5_c001_3b_s1_render/versions.txt,text+current_layout,23
docs/evidence/archive/e5_c001_s2/temporary/reports/W_E5_C001_S2_checkpoint_20260710.md,mentions_path,docs/experiments/joint-optimization/e5_c001_s2/tables/e5_c001_s2_grad_share.csv,yes,docs/e5_c001_s2_grad_share.csv,text+historical_source_path+path_migration,7
docs/evidence/archive/e5_c001_s2/temporary/reports/W_E5_C001_S2_checkpoint_20260710.md,mentions_path,docs/experiments/joint-optimization/e5_c001_s2/tables/e5_c001_s2_monodepth_precheck_building.csv,yes,docs/e5_c001_s2_monodepth_precheck_building.csv,text+historical_source_path+path_migration,7
docs/evidence/archive/e5_c001_s2/temporary/reports/W_E5_C001_S2_checkpoint_20260710.md,mentions_path,docs/experiments/joint-optimization/e5_c001_s2/tables/e5_c001_s2_timeline_roofcrop.csv,yes,docs/e5_c001_s2_timeline_roofcrop.csv,text+historical_source_path+path_migration,7
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,docs/experiments/input-and-alignment/tum_transfer_preflight/reports/TUM_noise_check.md,yes,docs/experiments/tum_transfer_preflight/reports/TUM_noise_check.md,text+current_layout,28
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,docs/experiments/input-and-alignment/tum_transfer_preflight/reports/TUM_quality_coverage.md,yes,docs/experiments/tum_transfer_preflight/reports/TUM_quality_coverage.md,text+current_layout,26
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,docs/experiments/input-and-alignment/tum_transfer_preflight/reports/TUM_transfer_check.md,yes,docs/experiments/tum_transfer_preflight/reports/TUM_transfer_check.md,text+current_layout,25
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,docs/experiments/input-and-alignment/tum_transfer_preflight/reports/TUM_tsdf_roofer_probe.md,yes,docs/experiments/tum_transfer_preflight/reports/TUM_tsdf_roofer_probe.md,text+current_layout,27
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,docs/experiments/pilots/p2_makeorbreak/reports/P2_makeorbreak_clean.md,yes,docs/experiments/p2_makeorbreak/reports/P2_makeorbreak_clean.md,text+current_layout,38
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,docs/experiments/research-operations/gsjso_loss_audit/reports/GSJSO_loss_audit.md,yes,docs/experiments/gsjso_loss_audit/reports/GSJSO_loss_audit.md,text+current_layout,19
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,phases/p0-audit,yes,phases/p0-audit/,text,11
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,phases/p0-audit/scripts/{08_roofer_w2,no,phases/p0-audit/scripts/{08_roofer_w2,text,54
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,phases/p2-gsjso,yes,phases/p2-gsjso/,text,13
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,results/tum_transfer/analysis/tsdf_{points,no,results/tum_transfer/analysis/tsdf_{points,text,50
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,results/tum_transfer/run/ckpt/final.pt,no,results/tum_transfer/run/ckpt/final.pt,text,49
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,results/tum_transfer/run_proper/ckpt/final.pt,no,results/tum_transfer/run_proper/ckpt/final.pt,text,50
docs/evidence/archive/handoffs/P2_index_legacy.md,mentions_path,scripts/stage2/tum_*,no,scripts/stage2/tum_*,text,53
docs/evidence/archive/handoffs/P2_index_legacy.md,references,docs/evidence/archive/handoffs/experiments/p2_mob_past_results.md,no,experiments/p2_mob_past_results.md,explicit,38
docs/evidence/archive/handoffs/P2_index_legacy.md,references,docs/experiments/input-and-alignment/tum_transfer_preflight/reports/TUM_noise_check.md,yes,TUM_noise_check.md,explicit+historical_source_path+path_migration,28
docs/evidence/archive/handoffs/P2_index_legacy.md,references,docs/experiments/input-and-alignment/tum_transfer_preflight/reports/TUM_quality_coverage.md,yes,TUM_quality_coverage.md,explicit+historical_source_path+path_migration,26
docs/evidence/archive/handoffs/P2_index_legacy.md,references,docs/experiments/input-and-alignment/tum_transfer_preflight/reports/TUM_transfer_check.md,yes,TUM_transfer_check.md,explicit+historical_source_path+path_migration,25
docs/evidence/archive/handoffs/P2_index_legacy.md,references,docs/experiments/input-and-alignment/tum_transfer_preflight/reports/TUM_tsdf_roofer_probe.md,yes,TUM_tsdf_roofer_probe.md,explicit+historical_source_path+path_migration,27
docs/evidence/archive/handoffs/P2_index_legacy.md,references,docs/experiments/pilots/p2_makeorbreak/reports/P2_makeorbreak_clean.md,yes,P2_makeorbreak_clean.md,explicit+historical_source_path+path_migration,38
docs/evidence/archive/handoffs/P2_index_legacy.md,references,docs/experiments/research-operations/gsjso_loss_audit/reports/GSJSO_loss_audit.md,yes,GSJSO_loss_audit.md,explicit+historical_source_path+path_migration,19
docs/evidence/archive/handoffs/P2_현재프레임_핸드오프.md,mentions_path,docs/W_D6_overseg_diag,no,docs/W_D6_overseg_diag,text,34
docs/evidence/archive/handoffs/P2_현재프레임_핸드오프.md,mentions_path,docs/evidence/p0_g1_20260613,yes,docs/evidence/p0_g1_20260613/,text,39
docs/evidence/archive/handoffs/P2_현재프레임_핸드오프.md,mentions_path,docs/experiments/evaluation/primary4_assembly_validation/reports/W_assembly_fidelity.md,yes,docs/W_assembly_fidelity.md,text+historical_source_path+path_migration,30
docs/evidence/archive/overnight_coordination/README.md,mentions_path,reports/overnight_summary.md,no,reports/overnight_summary.md,text,7
docs/evidence/archive/overnight_coordination/README.md,references,docs/evidence/archive/overnight_coordination/temporary/reports/overnight_summary.md,yes,temporary/reports/overnight_summary.md,explicit,7
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_104583794_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_104583794_orig_classified.las,text,6
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_104586480_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_104586480_orig_classified.las,text,9
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_107802038_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_107802038_orig_classified.las,text,12
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_107807336_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_107807336_orig_classified.las,text,15
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_108247350_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_108247350_orig_classified.las,text,24
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_108247351_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_108247351_orig_classified.las,text,27
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_42364607_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_42364607_orig_classified.las,text,42
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_42364609_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_42364609_orig_classified.las,text,45
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_42364659_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_42364659_orig_classified.las,text,51
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_42364663_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_42364663_orig_classified.las,text,57
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4906969_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4906969_orig_classified.las,text,78
docs/evidence/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,mentions_path,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4906972_orig_classified.las,no,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4906972_orig_classified.las,text,84
