path,scope,phase,family_id,lineage_key,artifact_kind,document_type,extension,bytes,git_state,proposed_storage_class,version,date,proposed_status,status_source,canonical_for,status_note,run_ids,inbound_reference_count,outbound_reference_count,broken_markdown_reference_count,git_first_commit,git_last_commit,scan_truncated
docs/archive/bucket_crosswalk/v1/tables/bucket_crosswalk.csv,docs,repo,bucket_crosswalk,bucket_crosswalk,table,evidence_table,.csv,4740,tracked,A,v1,,superseded_candidate,lower_filename_version,,A higher filename version exists in a comparable path group; successor must be reviewed.,,2,0,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/claude_web_brief/v3/reports/CLAUDE_WEB_BRIEF_v3.md,docs,repo,claude_web_brief,claude_web_brief,document,document,.md,13996,tracked,A,v3,,superseded_candidate,lower_filename_version,,A higher filename version exists in a comparable path group; successor must be reviewed.,,0,9,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/claude_web_brief/v4/reports/CLAUDE_WEB_BRIEF_v4.md,docs,repo,claude_web_brief,claude_web_brief,document,document,.md,16502,tracked,A,v4,,superseded_candidate,lower_filename_version,,A higher filename version exists in a comparable path group; successor must be reviewed.,,0,7,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/coordination/W_밤샘3과제_검수_20260717.md,docs,repo,coordination,밤샘3과제_검수,document,report,.md,32470,tracked,A,,20260717,superseded,archive_path,,Path is already under an archive directory.,,1,3,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/archive/e5_c001_3b_s1/temporary/reports/W_E5_C001_3b_S1_readout_tmp.md,docs,repo,e5_c001,e5_c001_3b_s1_readout_tmp,document,report,.md,844,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,1,6,0,9a4fdabdb8c20875b1da76bad351dfdf69778d32,9a4fdabdb8c20875b1da76bad351dfdf69778d32,no
docs/archive/e5_c001_corrected_s1/temporary/reports/W_E5_C001_corrected_S1_readout_tmp.md,docs,repo,e5_c001,e5_c001_corrected_s1_readout_tmp,document,report,.md,884,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,1,6,0,9a4fdabdb8c20875b1da76bad351dfdf69778d32,9a4fdabdb8c20875b1da76bad351dfdf69778d32,no
docs/archive/e5_c001_render/temporary/reports/W_E5_C001_3b_S1_render_audit_tmp.md,docs,repo,e5_c001,e5_c001_3b_s1_render_audit_tmp,document,report,.md,12841,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,20260708_e5_c001_3b_s1_render,1,11,0,9a4fdabdb8c20875b1da76bad351dfdf69778d32,9a4fdabdb8c20875b1da76bad351dfdf69778d32,no
docs/archive/e5_c001_s1_full/temporary/reports/W_E5_C001_S1_full_factor_readout_tmp.md,docs,repo,e5_c001,e5_c001_s1_full_factor_readout_tmp,document,report,.md,118,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,1,0,0,9a4fdabdb8c20875b1da76bad351dfdf69778d32,9a4fdabdb8c20875b1da76bad351dfdf69778d32,no
docs/archive/e5_c001_s2/temporary/reports/W_E5_C001_S2_checkpoint_20260710.md,docs,repo,e5_c001_s2,e5_c001_s2_checkpoint,document,report,.md,3123,tracked,A,,20260710,superseded,archive_path,,Path is already under an archive directory.,,1,3,0,9a4fdabdb8c20875b1da76bad351dfdf69778d32,9a4fdabdb8c20875b1da76bad351dfdf69778d32,no
docs/archive/handoffs/P2_index_legacy.md,docs,repo,handoffs,p2_index_legacy,document,document,.md,4560,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,1,20,7,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/archive/handoffs/P2_현재프레임_핸드오프.md,docs,repo,handoffs,p2_현재프레임_핸드오프,document,document,.md,2730,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,1,3,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/archive/overnight_coordination/README.md,docs,repo,overnight_coordination,readme,document,guide,.md,343,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,1,2,0,388819155cc65983dc6de1c6f49fab99a529f3a1,388819155cc65983dc6de1c6f49fab99a529f3a1,no
docs/archive/overnight_coordination/temporary/reports/overnight_summary.md,docs,repo,overnight_coordination,overnight_summary,document,report,.md,1035,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,1,0,0,388819155cc65983dc6de1c6f49fab99a529f3a1,388819155cc65983dc6de1c6f49fab99a529f3a1,no
docs/archive/pointcloud_attributes/v1/tables/pointcloud_attributes_v1.csv,docs,repo,pointcloud_attributes,pointcloud_attributes,table,evidence_table,.csv,321964,tracked,A,v1,,superseded_candidate,lower_filename_version,,A higher filename version exists in a comparable path group; successor must be reviewed.,,0,467,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/pointcloud_attributes/v1_1/tables/pointcloud_attributes_v1_1.csv,docs,repo,pointcloud_attributes,pointcloud_attributes,table,evidence_table,.csv,581185,tracked,A,v1_1,,superseded_candidate,lower_filename_version,,A higher filename version exists in a comparable path group; successor must be reviewed.,,1,257,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/pointcloud_attributes/v1_2/tables/pointcloud_attributes_v1_2.csv,docs,repo,pointcloud_attributes,pointcloud_attributes,table,evidence_table,.csv,641474,tracked,A,v1_2,,superseded_candidate,lower_filename_version,,A higher filename version exists in a comparable path group; successor must be reviewed.,,2,257,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/population_aux/v3/manifests/population_aux_v3_versions.txt,docs,repo,population_aux,population_aux_versions,document,document,.txt,2821,tracked,A,v3,,superseded,archive_path,,Path is already under an archive directory.,w2_1_roofer_default_20260612_152729,1,9,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/population_aux/v3/reports/population_aux_v3_qa.md,docs,repo,population_aux,population_aux_qa,document,document,.md,12079,tracked,A,v3,,superseded,archive_path,,Path is already under an archive directory.,,1,3,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/population_aux/v3/tables/population_aux_v3.csv,docs,repo,population_aux,population_aux,table,evidence_table,.csv,25737,tracked,A,v3,,superseded_candidate,lower_filename_version,,A higher filename version exists in a comparable path group; successor must be reviewed.,,3,0,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/LMUTUAL_IMPLEMENTATION_AUDIT.md,docs,repo,pre_tum_results,lmutual_implementation_audit,document,document,.md,4226,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,6,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/ablation_feasibility_matrix.csv,docs,repo,pre_tum_results,ablation_feasibility_matrix,table,evidence_table,.csv,2591,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,0,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/existing_log_tags.csv,docs,repo,pre_tum_results,existing_log_tags,table,evidence_table,.csv,8541,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,0,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/instrumentation_plan.md,docs,repo,pre_tum_results,instrumentation_plan,document,document,.md,2204,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,0,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/lmutual_config_schedule.csv,docs,repo,pre_tum_results,lmutual_config_schedule,table,evidence_table,.csv,2414,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,8,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/lmutual_terms_implemented.csv,docs,repo,pre_tum_results,lmutual_terms_implemented,table,evidence_table,.csv,6081,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,11,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/missing_logging_requirements.md,docs,repo,pre_tum_results,missing_logging_requirements,document,document,.md,1475,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,0,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/phase0_manifest.json,docs,repo,pre_tum_results,phase0_manifest,manifest,manifest_or_receipt,.json,591,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,0,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/recommended_next_experiments.md,docs,repo,pre_tum_results,recommended_next_experiments,document,document,.md,1255,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,1,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/sketch_vs_code_alignment.csv,docs,repo,pre_tum_results,sketch_vs_code_alignment,table,evidence_table,.csv,2985,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,14,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/README.md,docs,repo,pre_tum_results,readme,document,guide,.md,469,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,1,2,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/phase1_setup/REPORT.md,docs,repo,pre_tum_results,report,document,report,.md,5206,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,11,0,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/pre_tum_results/stage3_polyfit_analysis/phase1_REPORT.md,docs,repo,pre_tum_results,phase1_report,document,report,.md,15843,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,0,11,5,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,ac3cb910b6f494cb2431e5bcc07e6d952d732e27,no
docs/archive/preregistration/quality_axis/사전등록서_품질축본선_잠금후보v1.5_20260720.md,docs,repo,preregistration,사전등록서_품질축본선_잠금후보,document,preregistration_or_lock,.md,7349,tracked,A,v1_5_20260720,20260720,superseded,archive_path,,Path is already under an archive directory.,,1,0,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/archive/preregistration/quality_axis/사전등록서_품질축본선_초안v1.2_20260718.md,docs,repo,preregistration,사전등록서_품질축본선_초안,document,preregistration_or_lock,.md,9780,tracked,A,v1_2_20260718,20260718,superseded,archive_path,,Path is already under an archive directory.,,1,0,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/archive/projection_gate/v1/reports/projection_gate.md,docs,repo,projection_gate,projection_gate,document,document,.md,6877,tracked,A,v1,,superseded_candidate,lower_filename_version,,A higher filename version exists in a comparable path group; successor must be reviewed.,,1,3,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/projection_gate/v1/tables/projection_gate.csv,docs,repo,projection_gate,projection_gate,table,evidence_table,.csv,1938,tracked,A,v1,,superseded_candidate,lower_filename_version,,A higher filename version exists in a comparable path group; successor must be reviewed.,,1,0,0,3fba2eaf9dd34b275101d550f58413ce6a687aed,3fba2eaf9dd34b275101d550f58413ce6a687aed,no
docs/archive/prompts/CODEX_PROMPT_FIG_MECH1.md,docs,repo,prompts,codex_prompt_fig_mech1,document,document,.md,8973,tracked,A,,,superseded,archive_path,,Path is already under an archive directory.,,1,12,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/archive/prompts/원격프롬프트_S2_방향자리_사슬4arm·선행묶음_20260710.md,docs,repo,prompts,원격프롬프트_s2_방향자리_사슬4arm·선행묶음,document,document,.md,11807,tracked,A,,20260710,superseded,archive_path,,Path is already under an archive directory.,,1,7,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/archive/prompts/원격프롬프트_S3_의미유도_관문·본학습_20260713.md,docs,repo,prompts,원격프롬프트_s3_의미유도_관문·본학습,document,document,.md,4945,tracked,A,,20260713,superseded,archive_path,,Path is already under an archive directory.,,1,2,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/archive/prompts/원격프롬프트_생성축1파_레이저영상융합_20260724.md,docs,repo,prompts,원격프롬프트_생성축1파_레이저영상융합,document,document,.md,10714,tracked,A,,20260724,superseded,archive_path,,Path is already under an archive directory.,,1,2,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/archive/prompts/원격프롬프트_생성축1파_재개_포즈채택·관문Av2_20260725.md,docs,repo,prompts,원격프롬프트_생성축1파_재개_포즈채택·관문av2,document,document,.md,6561,tracked,A,,20260725,superseded,archive_path,,Path is already under an archive directory.,20260724_fusion_w1,1,3,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/archive/prompts/원격프롬프트_품질축_현황표재채점_학습0_20260716.md,docs,repo,prompts,원격프롬프트_품질축_현황표재채점_학습0,document,document,.md,5824,tracked,A,,20260716,superseded,archive_path,,Path is already under an archive directory.,,1,1,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/boundary_map_v2_ladder.csv,docs,repo,boundary_map,boundary_map_ladder,table,evidence_table,.csv,60923,tracked,A,v2,,temporary,reviewed_family_map,,Compatibility mirror retained byte-identical because a pre-existing staged workflow binds this old path; new consumers must use the archive path.,,0,0,0,5c1331be31043e618cd11fde94448047a7a9cf6a,5c1331be31043e618cd11fde94448047a7a9cf6a,no
docs/catalog/REPOSITORY_STRUCTURE_FINAL.md,docs,repo,repository_structure,repository_structure_final,document,document,.md,9165,worktree_modified,A,,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,1,15,0,3a4848684a760a257c71ce58da9f573e83e25de3,3a4848684a760a257c71ce58da9f573e83e25de3,no
docs/catalog/migrations/DOCS_ROOT_FINAL_PATHS.csv,docs,repo,docs_root_final_paths,docs_root_final_paths,table,evidence_table,.csv,7031,tracked,A,,,orphan_candidate,no_parsed_inbound_reference,,No parsed inbound path reference was found; human review required.,,0,66,0,77d61e266e35dd84c9a3ab271502bd0d6e993722,77d61e266e35dd84c9a3ab271502bd0d6e993722,no
docs/catalog/migrations/STORAGE_IA_01_20260730.md,docs,repo,storage_ia_01,storage_ia_01,document,document,.md,1243,tracked,A,,20260730,orphan_candidate,no_parsed_inbound_reference,,No parsed inbound path reference was found; human review required.,,0,4,0,296b14f193501328cb617737c843513edd1dee85,296b14f193501328cb617737c843513edd1dee85,no
docs/evidence/README.md,docs,repo,readme,readme,document,guide,.md,795,tracked,A,,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,2,6,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,52d28af4d1f20b5ceec6de8b6ef62cf374b0b8f2,no
docs/evidence/evidence_cards_v1/108247351.png,docs,repo,evidence_cards,108247351,figure,figure,.png,245908,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/42364607.png,docs,repo,evidence_cards,42364607,figure,figure,.png,294894,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4906999.png,docs,repo,evidence_cards,4906999,figure,figure,.png,460472,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4907012.png,docs,repo,evidence_cards,4907012,figure,figure,.png,444171,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4907014.png,docs,repo,evidence_cards,4907014,figure,figure,.png,671463,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4907015.png,docs,repo,evidence_cards,4907015,figure,figure,.png,562888,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4907027.png,docs,repo,evidence_cards,4907027,figure,figure,.png,288511,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4907034.png,docs,repo,evidence_cards,4907034,figure,figure,.png,189774,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4907167.png,docs,repo,evidence_cards,4907167,figure,figure,.png,370828,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4907174.png,docs,repo,evidence_cards,4907174,figure,figure,.png,486528,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4907187.png,docs,repo,evidence_cards,4907187,figure,figure,.png,265698,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4907199.png,docs,repo,evidence_cards,4907199,figure,figure,.png,275755,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
docs/evidence/evidence_cards_v1/4908158.png,docs,repo,evidence_cards,4908158,figure,figure,.png,265002,tracked,B-candidate,v1,,supporting,default_inventory,,No explicit canonical or lifecycle marker was found.,,0,0,0,6116140503fb1ee30b337f6b45bf24d9263b1dcf,6116140503fb1ee30b337f6b45bf24d9263b1dcf,no
