schema_version,row_type,source_id,source_role,condition_id,seed,building_id,selection_rank,is_core10,is_small_lt50m2,observation_stratum,size_area_stratum,metric_available,provenance_validated,full_state_manifest_path,full_state_manifest_sha256,training_config_path,training_config_sha256,pilot_arm,segmentation_source,max_iter,last_completed_steps,process_completed_steps,process_completed,learning_runs_started,latest_full_checkpoint_path,latest_full_checkpoint_sha256,latest_full_checkpoint_steps,eligible_20k_full_state,partial,guard_status,guard_reason,input_kind,input_path,input_sha256,cityjson_path,cityjson_sha256,roofer_invocation_count,roofer_marker_path,roofer_marker_sha256,roofer_image,roofer_parameters,score_marker_path,score_invocation_count,val3dity_report,val3dity_report_sha256,val3dity_version,val3dity_version_output,val3dity_exit_code,rf_success,rf_pointcloud_unusable,rf_extrusion_mode,lod1_fallback,geometry_has_lod22,has_lod22,val3dity_valid,roof_face_count_model,roof_face_count_ref,face_count_ratio,face_count_ratio_abs_error,roof_rms_m,rms_le_0p3,rms_le_1p0,roof_hausdorff_m,roof_distance_samples,roof_completeness,completeness_ge_0p8,completeness_ge_0p9,completeness_ge_0p95,dense_has_lod22,dense_val3dity_valid,dense_face_count_ratio,dense_face_count_ratio_abs_error,dense_roof_rms_m,dense_roof_hausdorff_m,dense_roof_completeness,delta_has_lod22,delta_val3dity_valid,delta_face_count_ratio_abs_error,delta_roof_rms_m,delta_roof_hausdorff_m,delta_roof_completeness,rms_lt_dense,als_roof_rms_m,rms_gap_to_als_m,als_gap_closed_fraction,crs,score_time_z_shift_m,reference_role
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4907201,11,false,false,mid,mid,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,5.000000000,3.000000000,1.666666667,0.666666667,0.222669187,true,true,1.243663233,737.000000000,0.963732199,true,true,true,true,true,1.666666667,0.666666667,0.222669187,1.243663233,0.963732199,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,1.039601420,-0.816932233,-0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4907202,12,true,false,mid,mid,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,3.000000000,2.000000000,1.500000000,0.500000000,0.563657590,false,true,3.486506786,642.000000000,0.994591924,true,true,true,true,true,1.500000000,0.500000000,0.563657590,3.486506786,0.994591924,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,1.014340763,-0.450683173,-0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4907204,13,false,false,low,mid,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,8.000000000,2.000000000,4.000000000,3.000000000,0.594419284,false,true,2.613603436,849.000000000,0.940879699,true,true,false,true,true,4.000000000,3.000000000,0.594419284,2.613603436,0.940879699,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,2.954350752,-2.359931468,-0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4907205,14,false,false,mid,low,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,1.000000000,2.000000000,0.500000000,0.500000000,0.141182637,true,true,0.377169246,419.000000000,0.999862081,true,true,true,true,true,0.500000000,0.500000000,0.141182637,0.377169246,0.999862081,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,1.391123920,-1.249941283,-0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4907206,15,false,false,mid,mid,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,2.000000000,2.000000000,1.000000000,0.000000000,0.243423103,true,true,0.344123219,808.000000000,0.999902274,true,true,true,true,true,1.000000000,0.000000000,0.243423103,0.344123219,0.999902274,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,0.214563654,0.028859449,0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4908168,16,true,true,high,low,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,1.000000000,1.000000000,1.000000000,0.000000000,0.178913202,true,true,0.442979418,114.000000000,0.999879645,true,true,true,true,true,1.000000000,0.000000000,0.178913202,0.442979418,0.999879645,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,0.097484721,0.081428481,0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4908178,17,true,false,low,low,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,1.000000000,2.000000000,0.500000000,0.500000000,0.624888129,false,true,1.520071182,454.000000000,0.999921002,true,true,true,true,true,0.500000000,0.500000000,0.624888129,1.520071182,0.999921002,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,0.997029397,-0.372141268,-0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_60098,18,true,false,mid,mid,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,3.000000000,2.000000000,1.500000000,0.500000000,2.991955569,false,false,9.730518924,784.000000000,0.999898969,true,true,true,true,true,1.500000000,0.500000000,2.991955569,9.730518924,0.999898969,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,2.817517121,0.174438448,0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4907207,19,false,false,low,high,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,12.000000000,8.000000000,1.500000000,0.500000000,2.403768161,false,false,5.258512506,1292.000000000,0.999862822,true,true,true,true,true,1.500000000,0.500000000,2.403768161,5.258512506,0.999862822,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,0.581376827,1.822391334,0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4907165,20,false,false,low,mid,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,1.000000000,2.000000000,0.500000000,0.500000000,9.607732104,false,false,11.542962282,6.000000000,0.005512447,false,false,false,true,true,0.500000000,0.500000000,9.607732104,11.542962282,0.005512447,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,1.711784577,7.895947527,0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4907177,21,false,false,mid,low,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,1.000000000,6.000000000,0.166666667,0.833333333,1.241874985,false,false,2.002646930,61.000000000,0.159344161,false,false,false,true,true,0.166666667,0.833333333,1.241874985,2.002646930,0.159344161,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,3.766890434,-2.525015449,-0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
jointbuildgs.pilot_1wave.scoring.v1,building_score,dense_w2_1,control,,,DEBY_LOD2_4907179,22,false,false,mid,mid,true,,,,,,,,,,,,,,,,,,,,existing_cityjson,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,0,,,,,,,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,,2.6.0,,,,,standard,false,true,true,true,13.000000000,3.000000000,4.333333333,3.333333333,1.175249793,false,false,3.740333975,641.000000000,0.999914338,true,true,true,true,true,4.333333333,3.333333333,1.175249793,3.740333975,0.999914338,0,0,0.000000000,0.000000000,0.000000000,0.000000000,false,2.147189066,-0.971939273,-0.000000000,EPSG:25832,0.000000000,LoD2 scoring only
