model_id,role,wave,arm,run,setting,lineage,building_id,cityjson_path,cityjson_sha256,status_path,cityjson_crs,xy_alignment,xy_overlap_ratio,z_shift_to_reference_m,z_shift_rule,z_shift_candidate_median_rms_json,val3dity_report,val3dity_exit_code,learning_runs_started,inventory_status
als_w2_1,als_upper,w2_1,als,w2_1,canonical,comparison_baseline,DEBY_LOD2_4907199,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/als_roofer.city.json,4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,aligned,1.000000000,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.2511830039931801}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5.json,0,0,present
als_w2_1,als_upper,w2_1,als,w2_1,canonical,comparison_baseline,DEBY_LOD2_4907202,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/als_roofer.city.json,4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,aligned,1.000000000,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.2511830039931801}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5.json,0,0,present
als_w2_1,als_upper,w2_1,als,w2_1,canonical,comparison_baseline,DEBY_LOD2_4908168,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/als_roofer.city.json,4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,aligned,1.000000000,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.2511830039931801}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5.json,0,0,present
als_w2_1,als_upper,w2_1,als,w2_1,canonical,comparison_baseline,DEBY_LOD2_4908178,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/als_roofer.city.json,4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,aligned,1.000000000,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.2511830039931801}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5.json,0,0,present
als_w2_1,als_upper,w2_1,als,w2_1,canonical,comparison_baseline,DEBY_LOD2_4908179,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/als_roofer.city.json,4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.2511830039931801}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5.json,0,0,present
als_w2_1,als_upper,w2_1,als,w2_1,canonical,comparison_baseline,DEBY_LOD2_60098,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/als_roofer.city.json,4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,aligned,1.000000000,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.2511830039931801}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5.json,0,0,present
als_w2_1,als_upper,w2_1,als,w2_1,canonical,comparison_baseline,DEBY_LOD2_8568391,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/als_roofer.city.json,4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,aligned,1.000000000,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.2511830039931801}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5.json,0,0,present
als_w2_1,als_upper,w2_1,als,w2_1,canonical,comparison_baseline,DEBY_LOD2_8568392,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/als_roofer.city.json,4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,aligned,1.000000000,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.2511830039931801}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/4bd411c8ac705049b7ada6f059ea9c9f9275400458929434450333a34d6c81c5.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_108247349,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_108247350,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_108247351,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4907184,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,aligned,1.000000000,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4907185,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4907186,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4907188,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4907194,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4907195,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4907198,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4907199,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4907202,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4908168,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4908178,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_4908179,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_60098,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_8568391,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_run_2,dense_sensitivity,run_2,dim,run_2,canonical,comparison_baseline,DEBY_LOD2_8568392,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/cityjson/run_2/dim_default.city.json,d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024,phases/p0-audit/runs/w3_2b_roofer_repeatability_20260612_220747/status/run_2/dim_default.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.35472825751692005}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/d51285bd8ceac9c54d4333c9f9c214a6ed4299f64c841f3d13f7269f8dded024.json,0,0,present
canonical_dense_w2_1,canonical_dense,w2_1,dim,w2_1,canonical,comparison_baseline,DEBY_LOD2_108247349,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.9895546638302648}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,0,present
canonical_dense_w2_1,canonical_dense,w2_1,dim,w2_1,canonical,comparison_baseline,DEBY_LOD2_108247350,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.9895546638302648}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,0,present
canonical_dense_w2_1,canonical_dense,w2_1,dim,w2_1,canonical,comparison_baseline,DEBY_LOD2_108247351,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,https://www.opengis.net/def/crs/EPSG/0/25832,no_roof_geometry,,0.000000000,candidate shift with minimum median per-building roof RMS,"{""0.000"":0.9895546638302648}",phases/p2-gsjso/runs/20260716_qs_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,0,present
